index,risks
2226,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
2227,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
2229,['Price risk']
2231,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
2233,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
2234,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
2236,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2237,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
2238,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
2242,['risk']
2245,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
2248,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2249,['Unknown or unspecified risks']
2250,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
2251,"['Fire risk', 'fire risk']"
2252,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
2253,['Inadequate understanding and prediction of seismic risks']
2255,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
2257,"['Entrepreneurial risk', 'Political risk']"
2272,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
2273,['collapse risk']
2275,['Safety risk']
2277,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
2278,"['Risk of failure to manage risk', 'Operational risk']"
2279,"['Financial risk', 'Time risk', 'Construction risk']"
2280,"['Supply chain operational risks', 'Financial market risks']"
2282,['Dam failure risk']
2283,['Increasing flood risk']
2284,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
2285,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
2286,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
2290,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
2293,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
2294,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
2295,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
2296,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
2297,"['Geological risk', 'Seismic risk']"
2299,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
2300,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
2303,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
2304,"['Health risks', 'Workplace safety risks']"
2306,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
2308,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
2312,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
2314,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
2315,['Health risk']
2317,['Safety risks']
2319,"['related risks', 'Seismic risks']"
2321,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
2323,"['Flood disaster risk', 'flood disaster risk']"
2324,['Security risks']
2325,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
2327,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
2328,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
2330,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
2333,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
2334,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
2337,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
2338,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
2339,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
2340,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
2342,['Price risk']
2344,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
2346,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
2347,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
2349,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2350,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
2351,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
2355,['risk']
2358,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
2361,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2362,['Unknown or unspecified risks']
2363,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
2364,"['Fire risk', 'fire risk']"
2365,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
2366,['Inadequate understanding and prediction of seismic risks']
2368,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
2370,"['Entrepreneurial risk', 'Political risk']"
2385,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
2386,['collapse risk']
2388,['Safety risk']
2390,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
2391,"['Risk of failure to manage risk', 'Operational risk']"
2392,"['Financial risk', 'Time risk', 'Construction risk']"
2393,"['Supply chain operational risks', 'Financial market risks']"
2395,['Dam failure risk']
2396,['Increasing flood risk']
2397,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
2398,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
2399,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
2403,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
2406,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
2407,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
2408,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
2409,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
2410,"['Geological risk', 'Seismic risk']"
2412,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
2413,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
2416,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
2417,"['Health risks', 'Workplace safety risks']"
2419,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
2421,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
2425,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
2427,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
2428,['Health risk']
2430,['Safety risks']
2432,"['related risks', 'Seismic risks']"
2434,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
2436,"['Flood disaster risk', 'flood disaster risk']"
2437,['Security risks']
2438,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
2440,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
2441,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
2443,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
2446,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
2447,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
2450,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
2451,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
2452,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
2453,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
2455,['Price risk']
2457,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
2459,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
2460,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
2462,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2463,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
2464,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
2468,['risk']
2471,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
2474,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
2475,['Unknown or unspecified risks']
2476,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
2477,"['Fire risk', 'fire risk']"
2478,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
2479,['Inadequate understanding and prediction of seismic risks']
2481,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
2483,"['Entrepreneurial risk', 'Political risk']"
2498,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
2499,['collapse risk']
2501,['Safety risk']
2503,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
